81099,84305,84590
15595,48655,86307,88268
35611,67259,73445,73685
35666,39716,87210,87408
35699,57088,77679,79534
35718,51126,81338,81818
35870,67141,73106,73883
35883,40081,86795,87241
36074,38220,87551,88155
36130,49618,81944,82308
36428,52411,79925,81236
36541,49934,81482,82043
36615,38308,87159,87918
36808,40246,86218,86728
36840,42767,85052,85341
36905,42087,85235,85773
36943,39711,86427,86919
37019,47130,82457,83394
37227,50649,80909,81215
37242,49030,81813,81915
37369,40318,86086,86227
37385,39235,86367,87013
37450,47700,82168,82682
37765,43406,83380,85449
38023,64407,73635,73935
38069,38949,86395,86587
38193,40349,75018,96440
38338,64344,73461,73857
38926,43702,83536,83836
39144,50177,79939,80740
39406,53278,77945,79371
39774,45120,80938,84168
41948,58089,73451,76512
42136,48566,78394,80904
43708,54286,73318,78688
46362,46916,76329,80393
47610,52839,73374,76177
50030,58263,70787,70920
50306,56192,71644,71858
32223,34184,39496,53275,90822
32342,36691,56126,61970,62871
32433,36337,43800,44235,93195
32456,52923,54745,54923,54953
32476,38587,42634,43345,92958
32500,33391,47370,68231,68508
32534,33617,33849,72252,77748
32647,50678,55466,55558,55651
32672,34307,36602,72789,73630
32711,38852,40484,68941,69012
32743,39665,47809,64574,65209
32756,36438,38199,71023,71584
32806,35770,54545,62811,64068
32832,38857,56998,60100,61213
32871,38054,43138,61071,74866
32877,34024,36501,73249,73349
32890,38614,41937,67740,68819
32975,35880,56307,60595,64243
33014,36395,53300,63535,63756
33025,34524,34680,73689,74082
33028,35411,54168,62027,65366
33036,40887,41388,45692,88997
33071,37090,48457,65615,65767
33088,43099,50718,58770,64325
33109,37036,51413,60956,67486
33196,40307,43312,66464,66721
33225,35322,57412,61615,62426
33271,35895,46976,66675,67183
33285,33641,37345,72630,73099
33390,39382,44669,66098,66461
33485,38520,43868,66952,67175
33499,34406,58396,61406,62293
33525,36386,36890,71499,71700
33539,37169,45940,66354,66998
33563,40658,41660,41844,92275
33591,41518,58243,58313,58335
33594,36793,39075,69650,70888
33675,41602,43295,43453,87975
33713,34245,37794,71891,72357
33720,34612,35808,72589,73271
33766,39292,41966,42184,92792
33774,34481,37924,71764,72057
33775,34766,37869,40178,80839
33802,34705,42360,69026,70107
33882,35236,40306,50757,89819
33903,34060,53375,64251,64411
33928,38411,44702,66393,66566
33934,36770,59412,59857,60027
33984,41279,42479,65980,66278
34001,46149,53601,57948,58301
34039,50886,51558,53242,60275
34104,38295,38451,64949,74201
34129,35357,46371,66785,67358
34163,44176,51114,59164,61383
34185,41331,55814,59140,59530
34336,34908,37173,71726,71857
34432,34835,35374,40395,82298
34448,36626,40252,47212,91462
34477,34844,43611,48703,88365
34558,35064,39202,46572,94604
34594,36316,38996,69788,70306
34615,42234,52703,59410,61038
34677,35440,43407,43485,92991
34797,39157,58438,58673,58935
34893,40174,40794,66979,67160
34992,38974,46271,64659,65104
34995,39970,55539,59543,59953
35016,38344,39981,67671,68988
35037,50762,50990,55142,58069
35042,37627,40129,68332,68870
35108,41269,42786,65018,65819
35162,40622,44302,64583,65331
35197,35275,51546,63757,64225
35238,39789,58296,58328,58349
35304,37373,45244,65991,66088
35307,38730,44423,65377,66163
35348,38394,41754,42100,92404
35378,38067,54791,58866,62898
35385,36522,39118,68706,70269
35395,35453,36124,60870,82158
35404,43956,54481,55097,61062
35441,38856,40155,48852,86696
35528,39746,41194,41513,92019
35537,36864,41943,46402,89254
35556,35917,40912,68385,69230
35562,52858,53796,53846,53938
35573,50259,54126,54809,55233
35587,35967,55738,61259,61449
35610,38626,45106,63424,67234
35652,44094,53591,55528,61135
35653,36403,39005,69332,69607
35671,35903,51831,63087,63508
35725,37451,40504,67994,68326
35750,43450,44377,46913,79053
35768,39839,41121,41401,91871
35780,38954,40513,67098,67655
35795,43490,49658,59724,61333
35841,49035,50138,55541,59445
35843,44120,54770,55909,59358
35848,39652,41148,41469,91883
35934,40355,40929,41079,91703
36031,40705,51093,54457,67714
36054,41381,49191,61628,61746
36076,42306,57076,57097,57445
36148,38209,50543,62216,62884
36185,49369,51045,54708,58693
36193,52566,53520,53781,53940
36220,44463,56369,56422,56526
36245,38959,51754,61097,61945
36255,42622,49891,60406,60826
36263,36275,41380,67468,68614
36306,41129,42784,64607,65174
36314,36704,47543,64551,64888
36320,38427,57421,58230,59602
36343,49179,49869,51140,63469
36388,36743,44168,66194,66507
36432,38599,48272,63152,63545
36455,42919,49122,60542,60962
36464,39858,55714,56951,61013
36504,40282,53368,58847,60999
36622,37567,55995,59099,60717
36670,48253,50025,56600,58452
36680,38712,40661,66696,67251
36718,38330,56284,57569,61099
36759,41559,44231,63612,63839
36768,38775,50449,59083,64925
36778,37826,41635,41672,92089
36887,39262,50206,61148,62497
36900,38516,45744,64272,64568
36997,49925,53724,54613,54741
37097,50105,51085,55680,56033
37160,49900,53085,53928,55927
37182,39816,40674,40795,91533
37201,50096,51273,55593,55837
37209,40217,40542,40629,91403
37240,51308,51636,52103,57713
37293,37641,40686,67120,67260
37300,38248,40889,66677,66886
37315,37469,44615,65102,65499
37332,42567,46542,47890,75669
37357,37458,47058,56386,71741
37361,39217,40881,40998,91543
37399,48434,50091,56384,57692
37449,38074,51806,60356,62315
37498,46923,54506,55344,55729
37522,43949,51773,54372,62384
37566,38960,55689,57594,60191
37637,40672,45261,62969,63461
37655,40103,47885,61851,62506
37790,44222,50515,58219,59254
37838,52751,53019,53110,53282
37850,40227,44926,63180,63817
37860,51585,53482,53510,53563
37907,38160,50264,61170,62499
37933,42043,55119,56179,58726
37996,40642,44487,63346,63529
38227,39623,40314,40518,91318
38264,45402,47402,59367,59565
38266,42913,46341,59949,62531
38278,39170,55423,56425,60704
38282,45397,50909,57606,57806
38633,45419,48108,58675,59165
38679,39145,53254,58754,60168
38750,41319,44872,61714,63345
38848,41949,46187,61288,61728
38999,39669,47184,61730,62418
39314,40864,42945,62695,64182
39664,47648,54097,54278,54313
39671,47005,47951,55012,60361
39712,48283,49906,51006,61093
39796,40637,54826,55567,59174
39803,46445,53327,54384,56041
39834,46183,54570,54702,54711
39868,45993,51419,53003,59717
39873,43874,51965,54929,59359
40062,50395,52268,53095,54180
40487,42428,55063,55687,56335
40564,47220,52210,53138,56868
40565,42220,43786,59431,63998
40617,48732,50937,52201,57513
40665,45133,48830,55188,60184
40698,42813,54350,54881,57258
40751,43666,48907,57900,58776
41456,42422,50773,57101,58248
41522,48970,53112,53150,53246
41532,44415,49716,55911,58426
42128,43738,53622,53843,56669
43940,50914,51427,51730,51989
44155,47936,50920,52003,54986
45333,46563,51252,52392,54460
