42234,43261
27128,90762,91989
39740,82241,88019
44066,66554,99380
44423,68821,96756
44615,69905,95480
45501,70501,93998
45817,80821,83362
47828,73893,87128
48714,78795,82491
49269,63825,96906
62678,62898,63791
10106,13617,18495,83874,83908
10149,26909,42692,49176,81074
10236,11234,21166,83635,83729
10457,11043,18898,84754,84848
10563,11992,24382,81503,81560
10612,12425,21280,82828,82855
10669,42047,49923,51681,55680
10756,43096,48253,53500,54395
10807,15871,22615,80324,80383
10859,13286,21529,82158,82168
10888,14139,18742,83093,83138
10890,14065,21709,81632,81704
10891,10927,24231,81944,82007
10915,14463,20290,82162,82170
11154,18532,21788,79243,79283
11236,40411,51708,53110,53535
11395,11810,19978,83380,83437
11551,14021,19045,82675,82708
11596,15387,17970,82511,82536
11598,13307,21391,81831,81873
11685,14957,17456,82926,82976
11770,15129,23004,80005,80092
11857,21249,24399,76214,76281
11858,24464,24667,50103,98908
11877,14101,19258,82364,82400
11885,12683,16297,84555,84580
11947,12306,19669,82990,83088
11987,14503,15619,83922,83969
12106,14852,20014,81487,81541
12219,16676,17478,81773,81854
12309,13758,21772,81062,81099
12442,18637,19412,79728,79781
12458,15760,20374,80681,80727
12512,14299,21999,80562,80628
12550,14333,22780,80139,80198
12606,15154,20684,80740,80816
12721,22738,25131,74686,74724
12910,14603,22744,79835,79908
12911,13991,18646,82195,82257
13027,27865,44434,46341,78333
13061,48084,48956,49235,50664
13118,13434,18961,82225,82262
13375,15074,25209,78138,78204
13382,17120,24096,77679,77723
13436,16011,20540,79974,80039
13528,15336,27048,77004,77084
13654,19005,19261,78982,79098
13678,35802,37077,57028,66415
13876,16167,19824,80031,80102
13884,14742,22054,79618,79702
13892,15486,18709,80917,80996
13968,19914,25639,75208,75271
14137,16424,17610,80883,80946
14185,17076,20956,78869,78914
14211,15621,22435,78800,78933
14290,15769,27106,76405,76430
14394,16184,16777,81307,81338
14615,16526,20240,79258,79361
14648,18673,24518,76002,76159
14756,39664,43951,49752,61877
14801,16702,26445,75989,76063
14821,15796,18257,80541,80585
14831,18599,27752,74386,74432
14851,22029,23006,75018,75096
14858,18168,23097,76887,76990
14892,41269,50060,50430,53349
14914,17766,18482,79398,79440
14939,16064,23038,77954,78005
15103,15533,19110,80076,80178
15190,44492,46975,48301,55042
15201,43745,49732,50231,51091
15315,18292,18950,78703,78740
15553,17295,21178,77964,78010
15637,18650,24980,75344,75389
15727,16862,17449,79925,80037
15740,15800,24140,77137,77183
15839,21568,25390,73548,73655
16200,19322,28618,72872,72988
16228,22434,26884,72188,72266
16238,17023,20594,78043,78102
16393,16429,18837,79156,79185
16534,18964,28375,73048,73079
16700,19521,22266,75715,75798
16748,22531,26693,71981,72047
16749,17771,18974,78225,78281
16861,19897,30526,71327,71389
16940,18185,24836,75006,75033
17046,17121,18163,78797,78873
17188,18817,21569,76199,76227
17665,41574,49603,49850,51308
17668,18307,20027,76922,77076
17891,18014,18706,77677,77712
17918,21723,23151,73542,73666
17993,18250,18438,77631,77688
18193,43874,46503,48604,52826
18747,39011,46474,50909,54859
18862,19032,24038,74004,74064
18864,19269,20630,75592,75645
18881,19523,21836,74861,74899
18979,19551,22301,74573,74596
19044,45794,46801,47234,51127
19344,24859,27366,69147,69284
19624,44222,44428,47114,54612
19663,19786,21713,74401,74437
20009,39716,47522,50390,52363
20383,22211,22516,72396,72494
20449,21366,27569,70289,70327
20666,45180,47353,47357,47378
20680,26772,38499,50047,74002
20770,21895,23528,71870,71937
20915,22654,24962,70713,70756
21309,31258,33772,61782,61879
21324,28678,42097,58938,58963
21649,33234,39118,57984,58015
22204,41237,43957,47412,55190
24342,25732,26297,66749,66880
24515,26763,28204,65243,65275
25063,27900,30647,63120,63270
25065,32368,35543,58426,58598
25522,33154,35675,57776,57873
26047,39197,42537,50515,51704
26194,37794,47018,49468,49526
26895,29948,40518,56307,56332
27258,36148,36821,54850,54923
27429,36224,41079,51866,53402
28400,33380,38974,54602,54644
28465,33564,37570,55171,55230
28767,32534,34625,56998,57076
29478,34615,39774,53019,53114
30054,33693,38996,53421,53836
30288,33022,36366,53724,56600
30364,30982,39925,53698,55031
30768,36343,41947,47936,53006
30803,36793,37060,51521,53823
30875,30920,41154,53242,53809
31224,33594,39308,52762,53112
33298,37566,37733,48374,53029
35026,38344,40987,44391,51252
35718,37857,39333,44272,52820
35926,37627,40420,44289,51738
36193,38476,38656,46243,50432
39230,39802,42357,42707,45904
