36185,38954
38633,93247,98033
44645,82712,98281
31900,37169,48327,56000,56604
31919,39204,52826,53022,53029
31952,43688,44004,54745,55611
32060,37574,51866,54019,54481
32105,34027,54365,54712,54791
32143,43194,47314,52999,54350
32191,35795,43873,59037,59104
32201,38856,40813,58994,59136
32281,40178,50395,53300,53846
32336,35780,43980,58754,59150
32409,41460,48655,53591,53885
32534,40792,52010,52171,52493
32595,34839,46705,57692,58169
32618,36314,53634,53710,53724
32773,43059,43874,54480,55814
32879,36124,36265,62314,62418
32904,41388,44130,55233,56345
32975,45735,45856,52390,53044
32986,40279,43972,56062,56701
33022,43398,44256,52902,56422
33083,35917,49358,55171,56471
33154,33391,52157,55119,56179
33179,33996,45724,58426,58675
33225,33529,42991,59988,60267
33271,35275,46690,56573,58191
33426,36455,40518,59744,59857
33585,38715,43632,44154,69914
33617,36438,53278,53327,53340
33693,36429,52216,52593,55069
33713,36750,46989,55520,57028
33772,45397,50158,50224,50449
33774,41526,46563,53963,54174
33802,38107,38599,59685,59807
33832,34163,53442,54278,54285
33984,35675,39413,60353,60575
34006,35841,44891,57593,57669
34017,37567,49764,54184,54468
34064,35422,43949,58107,58458
34065,36306,37216,39397,83016
34104,35162,49179,54881,56674
34462,40884,49925,50933,53796
34477,40297,41378,56747,57101
34481,37240,52664,52795,52820
34524,39873,43956,55097,56550
34533,38067,38587,59140,59673
34626,38338,50065,53349,53622
34639,38614,40998,57131,58618
34766,42128,50599,51188,51319
34786,39705,46271,54309,54929
34891,44843,50024,50103,50139
34911,38427,42439,57079,57144
34950,39665,48428,50630,56327
34968,38926,40705,57513,57888
35008,37984,46234,55066,55708
35042,38750,39956,57939,58313
35215,40889,51038,51336,51522
35242,38832,47391,54180,54355
35301,36428,42902,57421,57948
35543,36432,52519,52721,52785
35587,35666,48409,53767,56571
35622,36793,39146,59159,59280
35693,38959,51612,51826,51910
35802,41249,50716,51093,51140
35926,36821,47566,54702,54985
35967,36680,49001,52723,55629
36130,38481,44812,46503,64074
36132,40129,44352,54356,55031
36151,40487,41319,55174,56869
36255,43240,47426,51273,51806
36266,38712,47005,53664,54353
36337,47034,48029,48644,49956
36366,41844,42075,54792,54923
36403,42063,45188,52790,53556
36522,38113,44669,54859,55837
36602,37570,39892,46009,69925
36615,37770,43440,46584,65591
36673,38501,42584,54720,57522
36768,40881,47379,49960,55012
36770,38035,45321,54187,55687
36778,39776,48037,50114,55295
36808,41064,49258,51091,51779
36864,38442,39839,57234,57621
36995,38142,39919,57265,57679
36997,37733,51718,51765,51787
37196,43407,49646,49868,49883
37310,42964,45785,49934,54007
37370,43465,45538,49803,53824
37449,39652,44157,53246,55496
37498,39144,46521,53274,53563
37559,44622,46122,46888,54809
37826,41079,44090,53288,53717
37869,41401,47816,49865,53049
37877,40076,42523,54460,55064
37945,43099,45271,50896,52789
37976,38730,44282,53601,55411
38069,38394,42742,54777,56018
38199,40880,41566,53928,55427
38220,45244,46558,49719,50259
38295,38775,41429,55528,55973
38308,40348,44722,50374,56248
38520,39549,46474,52523,52934
38652,43868,48969,49086,49425
38869,40674,45537,51808,53112
38996,41949,49468,49760,49827
39196,39262,47519,48881,55142
39333,40870,49809,49931,50057
39590,45638,48178,48221,48373
39628,41610,42348,52566,53848
39834,42845,43478,51451,52392
39858,44135,45300,49460,51247
39928,43939,48115,48970,49048
40174,42906,43049,51835,52036
40307,43920,45591,49521,50661
40557,43131,48703,48737,48872
40617,45799,47809,47885,47890
40698,46281,47412,47794,47815
41070,41147,46598,48907,52278
41194,41532,44694,49800,52780
41365,46487,47261,47277,47610
41459,42535,44558,50091,51357
41476,41665,45255,50664,50940
41792,45573,46488,47378,48769
42100,44187,47650,47946,48117
42220,43111,43406,49469,51794
42360,43519,44272,49686,50163
42568,45891,47165,47180,47196
42707,43026,45124,48223,50920
42753,44013,46399,47466,49369
42811,46572,46738,46856,47023
43312,45631,46923,47060,47074
43378,43489,45490,48272,49371
44377,45779,46154,46843,46847
