37770,39144,39968
41388,82915,83022
43395,83035,93565
46132,86893,86975
65401,77245,77354
66979,76251,76770
70867,72709,76424
71204,73962,74834
71758,73900,74342
20266,39035,51802,54286,54611
20508,20742,26434,76055,76261
20684,28342,30039,70149,70786
20747,30454,47815,59994,60990
20964,41844,49380,53846,53966
20985,21459,26778,74942,75836
21136,37940,49389,55362,56173
21249,37136,43099,44514,74002
21541,33222,53591,55611,56035
21674,30227,46474,60524,61101
21723,40726,50060,53563,53928
21836,30199,51738,57984,58243
21874,44311,50649,51300,51866
21961,29407,31640,67447,69545
21962,24809,31732,70303,71194
22025,26435,56604,57234,57702
22422,35653,42220,59602,60103
22461,23463,33179,43542,97355
22507,43983,47212,53103,53195
22531,28743,53029,57703,57994
22533,36855,44891,57706,58015
22744,27225,49780,59975,60276
22771,39057,50011,53836,54325
22832,35808,41476,41604,78280
22911,26874,40349,64563,65303
22922,38282,48872,54855,55069
22981,37032,42409,58643,58935
23418,29915,49764,58121,58782
23716,33887,52647,54797,54953
23774,43503,46334,53108,53281
24068,36220,52786,53416,53510
24090,35633,47261,56374,56642
24096,30828,50710,56921,57445
24124,35162,37369,60135,63210
24275,26155,40665,63989,64916
24342,38587,51957,52363,52751
24371,32227,53278,54810,55314
24536,27871,49030,58942,59621
25390,28270,33088,41422,91830
25431,41969,48457,51968,52175
25646,37524,50259,53184,53387
25685,38220,50678,52392,53025
25707,40292,46843,53538,53620
25753,29583,39816,60704,64144
25890,39202,51038,51708,52162
25973,36743,39187,40800,77294
25999,27474,38759,39925,87843
26047,41665,45692,53157,53439
26076,26616,54392,56315,56601
26577,41064,45947,53130,53282
26615,34911,45138,56561,56775
26622,30880,53419,54457,54622
26789,34780,50668,53823,53940
26886,36489,41701,44282,70642
26911,47277,47700,48178,49934
26988,44953,45402,51191,51466
27024,29766,54147,54450,54613
27063,34771,44518,56179,57469
27149,36808,50004,52944,53095
27162,28302,53777,55344,55415
27256,35186,40751,44438,72369
27285,28056,53627,55196,55836
27335,39308,44288,54278,54791
27429,47289,47790,48640,48852
27916,42484,48221,50617,50762
28383,35605,46543,54540,54929
28553,31025,45758,57139,57525
28808,32431,51787,53421,53553
28893,44289,47938,49315,49565
28951,36901,42310,55738,56100
28956,32635,45116,56526,56767
29024,33539,36168,42913,78356
29171,41249,46183,51570,51827
29790,37577,48644,51779,52210
30057,30571,47936,55462,55974
30288,36673,43131,54481,55427
30482,42250,47434,49720,50114
30598,34413,47690,53601,53698
30649,33552,47648,53978,54173
30697,42713,44738,50664,51188
30837,33390,49531,52923,53319
30862,39406,42587,53448,53697
30874,41459,48223,49579,49865
30913,38023,45261,52721,53082
31203,34000,49273,52278,53246
31237,42537,47616,48924,49686
31299,42692,46354,48515,51140
31323,33955,36890,40617,77138
31425,43406,43939,50514,50716
31466,37443,45517,52691,52883
31971,33285,50312,51972,52460
31991,40307,46234,50489,50979
32625,33772,45103,54168,54332
33220,37627,46141,51336,51676
33388,35081,43874,53809,53848
33529,37300,46940,50933,51298
33720,39011,41904,52634,52731
33849,37641,45397,51413,51700
34908,40523,46690,48877,49002
34928,41700,46932,47666,48774
34992,36501,45928,50967,51612
35422,38520,41891,51891,52276
35466,40314,43596,49634,50990
35543,37794,46275,50099,50289
35583,39796,40126,52005,52490
35725,42584,43138,48211,50342
35883,40877,46776,48119,48345
36160,42845,46177,46444,48374
36224,37869,47698,48303,49906
36265,37345,45688,50040,50662
36343,37964,41948,51794,51951
36541,40542,46038,46923,49956
36551,38069,46648,49086,49646
36602,37373,44557,50423,51045
36809,37991,45244,49337,50619
36821,38499,44094,50105,50481
37140,42593,45501,46651,48115
37147,41943,45537,46636,48737
37450,38656,39274,41255,63364
37499,40210,46647,47114,48530
37984,43407,45180,45856,47573
38005,42047,44843,46621,48484
38361,38552,45817,48373,48897
38424,44509,45599,45669,45799
38652,39779,46397,47522,47650
38705,39944,46503,46913,47935
38918,42634,43295,46197,48956
39005,39146,43993,47519,50337
39413,42567,45796,46102,46122
39477,40513,40795,49191,50024
39652,43240,44423,46240,46445
39774,41905,41961,47794,48566
39776,40279,46149,46738,47058
40031,41237,44799,46596,47337
40103,41602,43991,46679,47625
40998,43632,44542,45255,45573
42223,43257,44635,44819,45066
42473,43024,43088,43611,44082
42998,43616,43957,44492,44937
